ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
124,Providence,Big East,Big East,1999,women,NCAA,D1,Pablo,Providence College
194,Providence,Big East,Big East,2017,women,NCAA,D1,Pablo,Providence College
214,Providence,Big East,Big East,2000,women,NCAA,D1,Pablo,Providence College
230,Providence,Big East,Big East,2001,women,NCAA,D1,Pablo,Providence College
230,Providence,Big East,Big East,2016,women,NCAA,D1,Pablo,Providence College
238,Providence,Big East,Big East,2021,women,NCAA,D1,Pablo,Providence College
248,Providence,Big East,Big East,2022,women,NCAA,D1,RPI,Providence College
253,Providence,Big East,Big East,2015,women,NCAA,D1,Pablo,Providence College
254,Providence,Big East,Big East,2022,women,NCAA,D1,Pablo,Providence College
266,Providence,Big East,Big East,2018,women,NCAA,D1,Pablo,Providence College
271,Providence,Big East,Big East,2019,women,NCAA,D1,Pablo,Providence College
274,Providence,Big East,Big East,2007,women,NCAA,D1,Pablo,Providence College
289,Providence,Big East,Big East,2003,women,NCAA,D1,Pablo,Providence College
293,Providence,Big East,Big East,2002,women,NCAA,D1,Pablo,Providence College
294,Providence,Big East,Big East,2011,women,NCAA,D1,Pablo,Providence College
299,Providence,Big East,Big East,2006,women,NCAA,D1,Pablo,Providence College
302,Providence,Big East,Big East,2014,women,NCAA,D1,Pablo,Providence College
303,Providence,Big East,Big East,2004,women,NCAA,D1,Pablo,Providence College
304,Providence,Big East,Big East,2005,women,NCAA,D1,Pablo,Providence College
307,Providence,Big East,Big East,2013,women,NCAA,D1,Pablo,Providence College
308,Providence,Big East,Big East,2008,women,NCAA,D1,Pablo,Providence College
308,Providence,Big East,Big East,2009,women,NCAA,D1,Pablo,Providence College
309,Providence,Big East,Big East,2010,women,NCAA,D1,Pablo,Providence College
321,Providence,Big East,Big East,2012,women,NCAA,D1,Pablo,Providence College
,Providence,Big East,Big East,2020,women,NCAA,D1,Pablo,Providence College
58,Seton Hall,Big East,Big East,2014,women,NCAA,D1,Pablo,Seton Hall University
107,Seton Hall,Big East,Big East,2013,women,NCAA,D1,Pablo,Seton Hall University
116,Seton Hall,Big East,Big East,2017,women,NCAA,D1,Pablo,Seton Hall University
125,Seton Hall,Big East,Big East,2016,women,NCAA,D1,Pablo,Seton Hall University
135,Seton Hall,Big East,Big East,2015,women,NCAA,D1,Pablo,Seton Hall University
137,Seton Hall,Big East,Big East,2010,women,NCAA,D1,Pablo,Seton Hall University
140,Seton Hall,Big East,Big East,2007,women,NCAA,D1,Pablo,Seton Hall University
141,Seton Hall,Big East,Big East,2011,women,NCAA,D1,Pablo,Seton Hall University
144,Seton Hall,Big East,Big East,2005,women,NCAA,D1,Pablo,Seton Hall University
148,Seton Hall,Big East,Big East,2008,women,NCAA,D1,Pablo,Seton Hall University
152,Seton Hall,Big East,Big East,2001,women,NCAA,D1,Pablo,Seton Hall University
158,Seton Hall,Big East,Big East,2022,women,NCAA,D1,RPI,Seton Hall University
168,Seton Hall,Big East,Big East,2012,women,NCAA,D1,Pablo,Seton Hall University
171,Seton Hall,Big East,Big East,2009,women,NCAA,D1,Pablo,Seton Hall University
173,Seton Hall,Big East,Big East,2003,women,NCAA,D1,Pablo,Seton Hall University
174,Seton Hall,Big East,Big East,2006,women,NCAA,D1,Pablo,Seton Hall University
175,Seton Hall,Big East,Big East,2002,women,NCAA,D1,Pablo,Seton Hall University
186,Seton Hall,Big East,Big East,2021,women,NCAA,D1,Pablo,Seton Hall University
192,Seton Hall,Big East,Big East,2018,women,NCAA,D1,Pablo,Seton Hall University
201,Seton Hall,Big East,Big East,2000,women,NCAA,D1,Pablo,Seton Hall University
203,Seton Hall,Big East,Big East,1999,women,NCAA,D1,Pablo,Seton Hall University
216,Seton Hall,Big East,Big East,2004,women,NCAA,D1,Pablo,Seton Hall University
221,Seton Hall,Big East,Big East,2022,women,NCAA,D1,Pablo,Seton Hall University
277,Seton Hall,Big East,Big East,2019,women,NCAA,D1,Pablo,Seton Hall University
,Seton Hall,Big East,Big East,2020,women,NCAA,D1,Pablo,Seton Hall University
90,St. John's (NY),Big East,Big East,2022,women,NCAA,D1,RPI,St. John's University
15,St. Johns,Big East,Big East,2007,women,NCAA,D1,Pablo,St. John's University
48,St. Johns,Big East,Big East,2006,women,NCAA,D1,Pablo,St. John's University
56,St. Johns,Big East,Big East,2019,women,NCAA,D1,Pablo,St. John's University
68,St. Johns,Big East,Big East,2005,women,NCAA,D1,Pablo,St. John's University
69,St. Johns,Big East,Big East,2008,women,NCAA,D1,Pablo,St. John's University
97,St. Johns,Big East,Big East,2003,women,NCAA,D1,Pablo,St. John's University
120,St. Johns,Big East,Big East,2014,women,NCAA,D1,Pablo,St. John's University
124,St. Johns,Big East,Big East,2015,women,NCAA,D1,Pablo,St. John's University
126,St. Johns,Big East,Big East,2022,women,NCAA,D1,Pablo,St. John's University
128,St. Johns,Big East,Big East,2017,women,NCAA,D1,Pablo,St. John's University
130,St. Johns,Big East,Big East,2018,women,NCAA,D1,Pablo,St. John's University
131,St. Johns,Big East,Big East,2016,women,NCAA,D1,Pablo,St. John's University
131,St. Johns,Big East,Big East,2021,women,NCAA,D1,Pablo,St. John's University
138,St. Johns,Big East,Big East,2000,women,NCAA,D1,Pablo,St. John's University
139,St. Johns,Big East,Big East,2013,women,NCAA,D1,Pablo,St. John's University
174,St. Johns,Big East,Big East,2001,women,NCAA,D1,Pablo,St. John's University
176,St. Johns,Big East,Big East,2012,women,NCAA,D1,Pablo,St. John's University
180,St. Johns,Big East,Big East,2010,women,NCAA,D1,Pablo,St. John's University
187,St. Johns,Big East,Big East,2002,women,NCAA,D1,Pablo,St. John's University
199,St. Johns,Big East,Big East,2004,women,NCAA,D1,Pablo,St. John's University
209,St. Johns,Big East,Big East,1999,women,NCAA,D1,Pablo,St. John's University
225,St. Johns,Big East,Big East,2011,women,NCAA,D1,Pablo,St. John's University
232,St. Johns,Big East,Big East,2009,women,NCAA,D1,Pablo,St. John's University
,St. Johns,Big East,Big East,2020,women,NCAA,D1,Pablo,St. John's University
87,UConn,Big East,Big East,2022,women,NCAA,D1,RPI,University of Connecticut
63,Villanova,Big East,Big East,2015,women,NCAA,D1,Pablo,Villanova University
72,Villanova,Big East,Big East,2010,women,NCAA,D1,Pablo,Villanova University
76,Villanova,Big East,Big East,2019,women,NCAA,D1,Pablo,Villanova University
77,Villanova,Big East,Big East,2017,women,NCAA,D1,Pablo,Villanova University
82,Villanova,Big East,Big East,2016,women,NCAA,D1,Pablo,Villanova University
112,Villanova,Big East,Big East,2005,women,NCAA,D1,Pablo,Villanova University
114,Villanova,Big East,Big East,2011,women,NCAA,D1,Pablo,Villanova University
117,Villanova,Big East,Big East,2002,women,NCAA,D1,Pablo,Villanova University
118,Villanova,Big East,Big East,2003,women,NCAA,D1,Pablo,Villanova University
121,Villanova,Big East,Big East,2018,women,NCAA,D1,Pablo,Villanova University
122,Villanova,Big East,Big East,2007,women,NCAA,D1,Pablo,Villanova University
127,Villanova,Big East,Big East,2006,women,NCAA,D1,Pablo,Villanova University
148,Villanova,Big East,Big East,2013,women,NCAA,D1,Pablo,Villanova University
160,Villanova,Big East,Big East,2008,women,NCAA,D1,Pablo,Villanova University
169,Villanova,Big East,Big East,2004,women,NCAA,D1,Pablo,Villanova University
178,Villanova,Big East,Big East,2022,women,NCAA,D1,RPI,Villanova University
185,Villanova,Big East,Big East,2021,women,NCAA,D1,Pablo,Villanova University
190,Villanova,Big East,Big East,2009,women,NCAA,D1,Pablo,Villanova University
201,Villanova,Big East,Big East,2022,women,NCAA,D1,Pablo,Villanova University
206,Villanova,Big East,Big East,1999,women,NCAA,D1,Pablo,Villanova University
212,Villanova,Big East,Big East,2014,women,NCAA,D1,Pablo,Villanova University
215,Villanova,Big East,Big East,2001,women,NCAA,D1,Pablo,Villanova University
232,Villanova,Big East,Big East,2000,women,NCAA,D1,Pablo,Villanova University
234,Villanova,Big East,Big East,2012,women,NCAA,D1,Pablo,Villanova University
,Villanova,Big East,Big East,2020,women,NCAA,D1,Pablo,Villanova University
34,Xavier,Big East,Big East,2001,women,NCAA,D1,Pablo,Xavier University
53,Xavier,Big East,Big East,2016,women,NCAA,D1,Pablo,Xavier University
57,Xavier,Big East,Big East,2000,women,NCAA,D1,Pablo,Xavier University
57,Xavier,Big East,Big East,2012,women,NCAA,D1,Pablo,Xavier University
60,Xavier,Big East,Big East,1999,women,NCAA,D1,Pablo,Xavier University
62,Xavier,Big East,Big East,2013,women,NCAA,D1,Pablo,Xavier University
62,Xavier,Big East,Big East,2014,women,NCAA,D1,Pablo,Xavier University
68,Xavier,Big East,Big East,2009,women,NCAA,D1,Pablo,Xavier University
76,Xavier,Big East,Big East,2007,women,NCAA,D1,Pablo,Xavier University
82,Xavier,Big East,Big East,2005,women,NCAA,D1,Pablo,Xavier University
83,Xavier,Big East,Big East,2015,women,NCAA,D1,Pablo,Xavier University
84,Xavier,Big East,Big East,2010,women,NCAA,D1,Pablo,Xavier University
88,Xavier,Big East,Big East,2011,women,NCAA,D1,Pablo,Xavier University
95,Xavier,Big East,Big East,2004,women,NCAA,D1,Pablo,Xavier University
101,Xavier,Big East,Big East,2022,women,NCAA,D1,Pablo,Xavier University
107,Xavier,Big East,Big East,2022,women,NCAA,D1,RPI,Xavier University
109,Xavier,Big East,Big East,2006,women,NCAA,D1,Pablo,Xavier University
116,Xavier,Big East,Big East,2003,women,NCAA,D1,Pablo,Xavier University
126,Xavier,Big East,Big East,2002,women,NCAA,D1,Pablo,Xavier University
138,Xavier,Big East,Big East,2017,women,NCAA,D1,Pablo,Xavier University
162,Xavier,Big East,Big East,2008,women,NCAA,D1,Pablo,Xavier University
172,Xavier,Big East,Big East,2018,women,NCAA,D1,Pablo,Xavier University
191,Xavier,Big East,Big East,2019,women,NCAA,D1,Pablo,Xavier University
203,Xavier,Big East,Big East,2021,women,NCAA,D1,Pablo,Xavier University
,Xavier,Big East,Big East,2020,women,NCAA,D1,Pablo,Xavier University
256,Eastern Wash.,Big Sky,Big Sky,2022,women,NCAA,D1,RPI,Eastern Washington University
28,Eastern Washington,Big Sky,Big Sky,2002,women,NCAA,D1,Pablo,Eastern Washington University
37,Eastern Washington,Big Sky,Big Sky,2001,women,NCAA,D1,Pablo,Eastern Washington University
50,Eastern Washington,Big Sky,Big Sky,2006,women,NCAA,D1,Pablo,Eastern Washington University
52,Eastern Washington,Big Sky,Big Sky,2005,women,NCAA,D1,Pablo,Eastern Washington University
58,Eastern Washington,Big Sky,Big Sky,1999,women,NCAA,D1,Pablo,Eastern Washington University
58,Eastern Washington,Big Sky,Big Sky,2003,women,NCAA,D1,Pablo,Eastern Washington University
71,Eastern Washington,Big Sky,Big Sky,2000,women,NCAA,D1,Pablo,Eastern Washington University
76,Eastern Washington,Big Sky,Big Sky,2008,women,NCAA,D1,Pablo,Eastern Washington University
83,Eastern Washington,Big Sky,Big Sky,2009,women,NCAA,D1,Pablo,Eastern Washington University
88,Eastern Washington,Big Sky,Big Sky,2004,women,NCAA,D1,Pablo,Eastern Washington University
103,Eastern Washington,Big Sky,Big Sky,2007,women,NCAA,D1,Pablo,Eastern Washington University
151,Eastern Washington,Big Sky,Big Sky,2015,women,NCAA,D1,Pablo,Eastern Washington University
164,Eastern Washington,Big Sky,Big Sky,2016,women,NCAA,D1,Pablo,Eastern Washington University
174,Eastern Washington,Big Sky,Big Sky,2011,women,NCAA,D1,Pablo,Eastern Washington University
182,Eastern Washington,Big Sky,Big Sky,2012,women,NCAA,D1,Pablo,Eastern Washington University
193,Eastern Washington,Big Sky,Big Sky,2010,women,NCAA,D1,Pablo,Eastern Washington University
203,Eastern Washington,Big Sky,Big Sky,2013,women,NCAA,D1,Pablo,Eastern Washington University
203,Eastern Washington,Big Sky,Big Sky,2014,women,NCAA,D1,Pablo,Eastern Washington University
219,Eastern Washington,Big Sky,Big Sky,2022,women,NCAA,D1,Pablo,Eastern Washington University
238,Eastern Washington,Big Sky,Big Sky,2021,women,NCAA,D1,Pablo,Eastern Washington University
256,Eastern Washington,Big Sky,Big Sky,2017,women,NCAA,D1,Pablo,Eastern Washington University
273,Eastern Washington,Big Sky,Big Sky,2019,women,NCAA,D1,Pablo,Eastern Washington University
296,Eastern Washington,Big Sky,Big Sky,2018,women,NCAA,D1,Pablo,Eastern Washington University
,Eastern Washington,Big Sky,Big Sky,2020,women,NCAA,D1,Pablo,Eastern Washington University
35,Idaho,Big Sky,Big Sky,2003,women,NCAA,D1,Pablo,University of Idaho
64,Idaho,Big Sky,Big Sky,2008,women,NCAA,D1,Pablo,University of Idaho
66,Idaho,Big Sky,Big Sky,2004,women,NCAA,D1,Pablo,University of Idaho
71,Idaho,Big Sky,Big Sky,2000,women,NCAA,D1,Pablo,University of Idaho
76,Idaho,Big Sky,Big Sky,2011,women,NCAA,D1,Pablo,University of Idaho
77,Idaho,Big Sky,Big Sky,2006,women,NCAA,D1,Pablo,University of Idaho
77,Idaho,Big Sky,Big Sky,2012,women,NCAA,D1,Pablo,University of Idaho
80,Idaho,Big Sky,Big Sky,2005,women,NCAA,D1,Pablo,University of Idaho
88,Idaho,Big Sky,Big Sky,2001,women,NCAA,D1,Pablo,University of Idaho
92,Idaho,Big Sky,Big Sky,2009,women,NCAA,D1,Pablo,University of Idaho
99,Idaho,Big Sky,Big Sky,2017,women,NCAA,D1,Pablo,University of Idaho
99,Idaho,Big Sky,Big Sky,2018,women,NCAA,D1,Pablo,University of Idaho
110,Idaho,Big Sky,Big Sky,2002,women,NCAA,D1,Pablo,University of Idaho
113,Idaho,Big Sky,Big Sky,2010,women,NCAA,D1,Pablo,University of Idaho
125,Idaho,Big Sky,Big Sky,2013,women,NCAA,D1,Pablo,University of Idaho
130,Idaho,Big Sky,Big Sky,2014,women,NCAA,D1,Pablo,University of Idaho
138,Idaho,Big Sky,Big Sky,2015,women,NCAA,D1,Pablo,University of Idaho
140,Idaho,Big Sky,Big Sky,2007,women,NCAA,D1,Pablo,University of Idaho
148,Idaho,Big Sky,Big Sky,1999,women,NCAA,D1,Pablo,University of Idaho
172,Idaho,Big Sky,Big Sky,2019,women,NCAA,D1,Pablo,University of Idaho
176,Idaho,Big Sky,Big Sky,2016,women,NCAA,D1,Pablo,University of Idaho
295,Idaho,Big Sky,Big Sky,2021,women,NCAA,D1,Pablo,University of Idaho
302,Idaho,Big Sky,Big Sky,2022,women,NCAA,D1,Pablo,University of Idaho
320,Idaho,Big Sky,Big Sky,2022,women,NCAA,D1,RPI,University of Idaho
,Idaho,Big Sky,Big Sky,2020,women,NCAA,D1,Pablo,University of Idaho
238,Idaho St.,Big Sky,Big Sky,2022,women,NCAA,D1,RPI,Idaho State University
54,Idaho State,Big Sky,Big Sky,2015,women,NCAA,D1,Pablo,Idaho State University
69,Idaho State,Big Sky,Big Sky,2014,women,NCAA,D1,Pablo,Idaho State University
77,Idaho State,Big Sky,Big Sky,2013,women,NCAA,D1,Pablo,Idaho State University
94,Idaho State,Big Sky,Big Sky,2012,women,NCAA,D1,Pablo,Idaho State University
108,Idaho State,Big Sky,Big Sky,1999,women,NCAA,D1,Pablo,Idaho State University
119,Idaho State,Big Sky,Big Sky,2003,women,NCAA,D1,Pablo,Idaho State University
120,Idaho State,Big Sky,Big Sky,2009,women,NCAA,D1,Pablo,Idaho State University
135,Idaho State,Big Sky,Big Sky,2016,women,NCAA,D1,Pablo,Idaho State University
139,Idaho State,Big Sky,Big Sky,2001,women,NCAA,D1,Pablo,Idaho State University
142,Idaho State,Big Sky,Big Sky,2010,women,NCAA,D1,Pablo,Idaho State University
143,Idaho State,Big Sky,Big Sky,2018,women,NCAA,D1,Pablo,Idaho State University
150,Idaho State,Big Sky,Big Sky,2005,women,NCAA,D1,Pablo,Idaho State University
157,Idaho State,Big Sky,Big Sky,2004,women,NCAA,D1,Pablo,Idaho State University
170,Idaho State,Big Sky,Big Sky,2000,women,NCAA,D1,Pablo,Idaho State University
176,Idaho State,Big Sky,Big Sky,2006,women,NCAA,D1,Pablo,Idaho State University
179,Idaho State,Big Sky,Big Sky,2011,women,NCAA,D1,Pablo,Idaho State University
188,Idaho State,Big Sky,Big Sky,2002,women,NCAA,D1,Pablo,Idaho State University
189,Idaho State,Big Sky,Big Sky,2017,women,NCAA,D1,Pablo,Idaho State University
197,Idaho State,Big Sky,Big Sky,2008,women,NCAA,D1,Pablo,Idaho State University
228,Idaho State,Big Sky,Big Sky,2007,women,NCAA,D1,Pablo,Idaho State University
240,Idaho State,Big Sky,Big Sky,2019,women,NCAA,D1,Pablo,Idaho State University
248,Idaho State,Big Sky,Big Sky,2022,women,NCAA,D1,Pablo,Idaho State University
263,Idaho State,Big Sky,Big Sky,2021,women,NCAA,D1,Pablo,Idaho State University
,Idaho State,Big Sky,Big Sky,2020,women,NCAA,D1,Pablo,Idaho State University
90,Montana,Big Sky,Big Sky,1999,women,NCAA,D1,Pablo,University of Montana
108,Montana,Big Sky,Big Sky,2009,women,NCAA,D1,Pablo,University of Montana
111,Montana,Big Sky,Big Sky,2008,women,NCAA,D1,Pablo,University of Montana
114,Montana,Big Sky,Big Sky,2000,women,NCAA,D1,Pablo,University of Montana
114,Montana,Big Sky,Big Sky,2006,women,NCAA,D1,Pablo,University of Montana
149,Montana,Big Sky,Big Sky,2007,women,NCAA,D1,Pablo,University of Montana
151,Montana,Big Sky,Big Sky,2013,women,NCAA,D1,Pablo,University of Montana
158,Montana,Big Sky,Big Sky,2005,women,NCAA,D1,Pablo,University of Montana
162,Montana,Big Sky,Big Sky,2002,women,NCAA,D1,Pablo,University of Montana
162,Montana,Big Sky,Big Sky,2011,women,NCAA,D1,Pablo,University of Montana
165,Montana,Big Sky,Big Sky,2022,women,NCAA,D1,RPI,University of Montana
168,Montana,Big Sky,Big Sky,2022,women,NCAA,D1,Pablo,University of Montana
170,Montana,Big Sky,Big Sky,2010,women,NCAA,D1,Pablo,University of Montana
187,Montana,Big Sky,Big Sky,2001,women,NCAA,D1,Pablo,University of Montana
190,Montana,Big Sky,Big Sky,2004,women,NCAA,D1,Pablo,University of Montana
195,Montana,Big Sky,Big Sky,2015,women,NCAA,D1,Pablo,University of Montana
208,Montana,Big Sky,Big Sky,2003,women,NCAA,D1,Pablo,University of Montana
219,Montana,Big Sky,Big Sky,2021,women,NCAA,D1,Pablo,University of Montana
224,Montana,Big Sky,Big Sky,2018,women,NCAA,D1,Pablo,University of Montana
241,Montana,Big Sky,Big Sky,2014,women,NCAA,D1,Pablo,University of Montana
241,Montana,Big Sky,Big Sky,2017,women,NCAA,D1,Pablo,University of Montana
245,Montana,Big Sky,Big Sky,2012,women,NCAA,D1,Pablo,University of Montana
246,Montana,Big Sky,Big Sky,2019,women,NCAA,D1,Pablo,University of Montana
281,Montana,Big Sky,Big Sky,2016,women,NCAA,D1,Pablo,University of Montana
,Montana,Big Sky,Big Sky,2020,women,NCAA,D1,Pablo,University of Montana
186,Montana St.,Big Sky,Big Sky,2022,women,NCAA,D1,RPI,Montana State University-Bozeman
59,Montana State,Big Sky,Big Sky,2001,women,NCAA,D1,Pablo,Montana State University-Bozeman
65,Montana State,Big Sky,Big Sky,1999,women,NCAA,D1,Pablo,Montana State University-Bozeman
71,Montana State,Big Sky,Big Sky,2002,women,NCAA,D1,Pablo,Montana State University-Bozeman
83,Montana State,Big Sky,Big Sky,2004,women,NCAA,D1,Pablo,Montana State University-Bozeman
90,Montana State,Big Sky,Big Sky,2000,women,NCAA,D1,Pablo,Montana State University-Bozeman
110,Montana State,Big Sky,Big Sky,2005,women,NCAA,D1,Pablo,Montana State University-Bozeman
112,Montana State,Big Sky,Big Sky,2003,women,NCAA,D1,Pablo,Montana State University-Bozeman
131,Montana State,Big Sky,Big Sky,2019,women,NCAA,D1,Pablo,Montana State University-Bozeman
134,Montana State,Big Sky,Big Sky,2021,women,NCAA,D1,Pablo,Montana State University-Bozeman
164,Montana State,Big Sky,Big Sky,2022,women,NCAA,D1,Pablo,Montana State University-Bozeman
176,Montana State,Big Sky,Big Sky,2012,women,NCAA,D1,Pablo,Montana State University-Bozeman
182,Montana State,Big Sky,Big Sky,2006,women,NCAA,D1,Pablo,Montana State University-Bozeman
182,Montana State,Big Sky,Big Sky,2017,women,NCAA,D1,Pablo,Montana State University-Bozeman
215,Montana State,Big Sky,Big Sky,2011,women,NCAA,D1,Pablo,Montana State University-Bozeman
230,Montana State,Big Sky,Big Sky,2009,women,NCAA,D1,Pablo,Montana State University-Bozeman
232,Montana State,Big Sky,Big Sky,2018,women,NCAA,D1,Pablo,Montana State University-Bozeman
241,Montana State,Big Sky,Big Sky,2015,women,NCAA,D1,Pablo,Montana State University-Bozeman
