ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
214,San Diego State,Mountain West,Mountain West,2004,women,NCAA,D1,Pablo,San Diego State University
,San Diego State,Mountain West,Mountain West,2020,women,NCAA,D1,Pablo,San Diego State University
80,San Jose St.,Mountain West,Mountain West,2022,women,NCAA,D1,RPI,San Jose State University
35,San Jose State,Mountain West,Mountain West,2000,women,NCAA,D1,Pablo,San Jose State University
45,San Jose State,Mountain West,Mountain West,2001,women,NCAA,D1,Pablo,San Jose State University
57,San Jose State,Mountain West,Mountain West,1999,women,NCAA,D1,Pablo,San Jose State University
57,San Jose State,Mountain West,Mountain West,2006,women,NCAA,D1,Pablo,San Jose State University
68,San Jose State,Mountain West,Mountain West,2022,women,NCAA,D1,Pablo,San Jose State University
80,San Jose State,Mountain West,Mountain West,2003,women,NCAA,D1,Pablo,San Jose State University
81,San Jose State,Mountain West,Mountain West,2021,women,NCAA,D1,Pablo,San Jose State University
84,San Jose State,Mountain West,Mountain West,2004,women,NCAA,D1,Pablo,San Jose State University
90,San Jose State,Mountain West,Mountain West,2002,women,NCAA,D1,Pablo,San Jose State University
101,San Jose State,Mountain West,Mountain West,2005,women,NCAA,D1,Pablo,San Jose State University
104,San Jose State,Mountain West,Mountain West,2007,women,NCAA,D1,Pablo,San Jose State University
113,San Jose State,Mountain West,Mountain West,2008,women,NCAA,D1,Pablo,San Jose State University
113,San Jose State,Mountain West,Mountain West,2017,women,NCAA,D1,Pablo,San Jose State University
139,San Jose State,Mountain West,Mountain West,2018,women,NCAA,D1,Pablo,San Jose State University
153,San Jose State,Mountain West,Mountain West,2011,women,NCAA,D1,Pablo,San Jose State University
170,San Jose State,Mountain West,Mountain West,2012,women,NCAA,D1,Pablo,San Jose State University
185,San Jose State,Mountain West,Mountain West,2019,women,NCAA,D1,Pablo,San Jose State University
193,San Jose State,Mountain West,Mountain West,2015,women,NCAA,D1,Pablo,San Jose State University
202,San Jose State,Mountain West,Mountain West,2016,women,NCAA,D1,Pablo,San Jose State University
206,San Jose State,Mountain West,Mountain West,2013,women,NCAA,D1,Pablo,San Jose State University
208,San Jose State,Mountain West,Mountain West,2010,women,NCAA,D1,Pablo,San Jose State University
251,San Jose State,Mountain West,Mountain West,2009,women,NCAA,D1,Pablo,San Jose State University
301,San Jose State,Mountain West,Mountain West,2014,women,NCAA,D1,Pablo,San Jose State University
,San Jose State,Mountain West,Mountain West,2020,women,NCAA,D1,Pablo,San Jose State University
18,UNLV,Mountain West,Mountain West,2007,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
24,UNLV,Mountain West,Mountain West,2022,women,NCAA,D1,RPI,"University of Nevada, Las Vegas"
40,UNLV,Mountain West,Mountain West,2021,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
41,UNLV,Mountain West,Mountain West,2022,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
42,UNLV,Mountain West,Mountain West,2006,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
49,UNLV,Mountain West,Mountain West,2014,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
59,UNLV,Mountain West,Mountain West,2016,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
64,UNLV,Mountain West,Mountain West,2005,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
70,UNLV,Mountain West,Mountain West,1999,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
89,UNLV,Mountain West,Mountain West,2018,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
91,UNLV,Mountain West,Mountain West,2009,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
91,UNLV,Mountain West,Mountain West,2013,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
92,UNLV,Mountain West,Mountain West,2004,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
93,UNLV,Mountain West,Mountain West,2019,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
96,UNLV,Mountain West,Mountain West,2002,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
97,UNLV,Mountain West,Mountain West,2008,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
100,UNLV,Mountain West,Mountain West,2000,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
106,UNLV,Mountain West,Mountain West,2011,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
107,UNLV,Mountain West,Mountain West,2012,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
108,UNLV,Mountain West,Mountain West,2001,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
108,UNLV,Mountain West,Mountain West,2003,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
118,UNLV,Mountain West,Mountain West,2015,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
148,UNLV,Mountain West,Mountain West,2010,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
203,UNLV,Mountain West,Mountain West,2017,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
,UNLV,Mountain West,Mountain West,2020,women,NCAA,D1,Pablo,"University of Nevada, Las Vegas"
46,Utah St.,Mountain West,Mountain West,2022,women,NCAA,D1,RPI,Utah State University
22,Utah State,Mountain West,Mountain West,2001,women,NCAA,D1,Pablo,Utah State University
27,Utah State,Mountain West,Mountain West,2000,women,NCAA,D1,Pablo,Utah State University
38,Utah State,Mountain West,Mountain West,2003,women,NCAA,D1,Pablo,Utah State University
46,Utah State,Mountain West,Mountain West,2005,women,NCAA,D1,Pablo,Utah State University
53,Utah State,Mountain West,Mountain West,1999,women,NCAA,D1,Pablo,Utah State University
57,Utah State,Mountain West,Mountain West,2010,women,NCAA,D1,Pablo,Utah State University
60,Utah State,Mountain West,Mountain West,2022,women,NCAA,D1,Pablo,Utah State University
63,Utah State,Mountain West,Mountain West,2013,women,NCAA,D1,Pablo,Utah State University
75,Utah State,Mountain West,Mountain West,2007,women,NCAA,D1,Pablo,Utah State University
76,Utah State,Mountain West,Mountain West,2021,women,NCAA,D1,Pablo,Utah State University
83,Utah State,Mountain West,Mountain West,2002,women,NCAA,D1,Pablo,Utah State University
93,Utah State,Mountain West,Mountain West,2016,women,NCAA,D1,Pablo,Utah State University
96,Utah State,Mountain West,Mountain West,2012,women,NCAA,D1,Pablo,Utah State University
108,Utah State,Mountain West,Mountain West,2008,women,NCAA,D1,Pablo,Utah State University
116,Utah State,Mountain West,Mountain West,2009,women,NCAA,D1,Pablo,Utah State University
117,Utah State,Mountain West,Mountain West,2004,women,NCAA,D1,Pablo,Utah State University
124,Utah State,Mountain West,Mountain West,2014,women,NCAA,D1,Pablo,Utah State University
126,Utah State,Mountain West,Mountain West,2017,women,NCAA,D1,Pablo,Utah State University
144,Utah State,Mountain West,Mountain West,2011,women,NCAA,D1,Pablo,Utah State University
156,Utah State,Mountain West,Mountain West,2006,women,NCAA,D1,Pablo,Utah State University
201,Utah State,Mountain West,Mountain West,2018,women,NCAA,D1,Pablo,Utah State University
232,Utah State,Mountain West,Mountain West,2015,women,NCAA,D1,Pablo,Utah State University
256,Utah State,Mountain West,Mountain West,2019,women,NCAA,D1,Pablo,Utah State University
,Utah State,Mountain West,Mountain West,2020,women,NCAA,D1,Pablo,Utah State University
53,Wyoming,Mountain West,Mountain West,2014,women,NCAA,D1,Pablo,University of Wyoming
59,Wyoming,Mountain West,Mountain West,2015,women,NCAA,D1,Pablo,University of Wyoming
61,Wyoming,Mountain West,Mountain West,2019,women,NCAA,D1,Pablo,University of Wyoming
63,Wyoming,Mountain West,Mountain West,2016,women,NCAA,D1,Pablo,University of Wyoming
65,Wyoming,Mountain West,Mountain West,2011,women,NCAA,D1,Pablo,University of Wyoming
65,Wyoming,Mountain West,Mountain West,2018,women,NCAA,D1,Pablo,University of Wyoming
73,Wyoming,Mountain West,Mountain West,2006,women,NCAA,D1,Pablo,University of Wyoming
79,Wyoming,Mountain West,Mountain West,2007,women,NCAA,D1,Pablo,University of Wyoming
84,Wyoming,Mountain West,Mountain West,2001,women,NCAA,D1,Pablo,University of Wyoming
90,Wyoming,Mountain West,Mountain West,2012,women,NCAA,D1,Pablo,University of Wyoming
96,Wyoming,Mountain West,Mountain West,2017,women,NCAA,D1,Pablo,University of Wyoming
98,Wyoming,Mountain West,Mountain West,2005,women,NCAA,D1,Pablo,University of Wyoming
104,Wyoming,Mountain West,Mountain West,2013,women,NCAA,D1,Pablo,University of Wyoming
106,Wyoming,Mountain West,Mountain West,2000,women,NCAA,D1,Pablo,University of Wyoming
107,Wyoming,Mountain West,Mountain West,2021,women,NCAA,D1,Pablo,University of Wyoming
109,Wyoming,Mountain West,Mountain West,2010,women,NCAA,D1,Pablo,University of Wyoming
111,Wyoming,Mountain West,Mountain West,1999,women,NCAA,D1,Pablo,University of Wyoming
111,Wyoming,Mountain West,Mountain West,2002,women,NCAA,D1,Pablo,University of Wyoming
134,Wyoming,Mountain West,Mountain West,2009,women,NCAA,D1,Pablo,University of Wyoming
146,Wyoming,Mountain West,Mountain West,2004,women,NCAA,D1,Pablo,University of Wyoming
162,Wyoming,Mountain West,Mountain West,2022,women,NCAA,D1,Pablo,University of Wyoming
166,Wyoming,Mountain West,Mountain West,2008,women,NCAA,D1,Pablo,University of Wyoming
176,Wyoming,Mountain West,Mountain West,2003,women,NCAA,D1,Pablo,University of Wyoming
219,Wyoming,Mountain West,Mountain West,2022,women,NCAA,D1,RPI,University of Wyoming
,Wyoming,Mountain West,Mountain West,2020,women,NCAA,D1,Pablo,University of Wyoming
310,Central Conn. St.,NEC,Northeast,2022,women,NCAA,D1,RPI,Central Connecticut State University
266,Fairleigh Dickinson,NEC,Northeast,2022,women,NCAA,D1,RPI,Fairleigh Dickinson University
271,LIU,NEC,Northeast,2022,women,NCAA,D1,RPI,Long Island University
332,Merrimack,NEC,Northeast,2022,women,NCAA,D1,RPI,Merrimack College
155,Sacred Heart,NEC,Northeast,2022,women,NCAA,D1,RPI,Sacred Heart University
291,Saint Francis (PA),NEC,Northeast,2022,women,NCAA,D1,RPI,Saint Francis University
302,St. Francis Brooklyn,NEC,Northeast,2022,women,NCAA,D1,RPI,Saint Francis College Brooklyn
338,Stonehill,NEC,Northeast,2022,women,NCAA,D1,RPI,Stonehill College
203,Bryant,NEC,Northeast,2017,women,NCAA,D1,Pablo,Bryant University
214,Bryant,NEC,Northeast,2022,women,NCAA,D1,Pablo,Bryant University
221,Bryant,NEC,Northeast,2018,women,NCAA,D1,Pablo,Bryant University
247,Bryant,NEC,Northeast,2021,women,NCAA,D1,Pablo,Bryant University
248,Bryant,NEC,Northeast,2016,women,NCAA,D1,Pablo,Bryant University
266,Bryant,NEC,Northeast,2015,women,NCAA,D1,Pablo,Bryant University
272,Bryant,NEC,Northeast,2011,women,NCAA,D1,Pablo,Bryant University
275,Bryant,NEC,Northeast,2019,women,NCAA,D1,Pablo,Bryant University
285,Bryant,NEC,Northeast,2010,women,NCAA,D1,Pablo,Bryant University
288,Bryant,NEC,Northeast,2014,women,NCAA,D1,Pablo,Bryant University
302,Bryant,NEC,Northeast,2012,women,NCAA,D1,Pablo,Bryant University
307,Bryant,NEC,Northeast,2008,women,NCAA,D1,Pablo,Bryant University
309,Bryant,NEC,Northeast,2009,women,NCAA,D1,Pablo,Bryant University
312,Bryant,NEC,Northeast,2013,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,1999,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2000,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2001,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2002,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2003,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2004,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2005,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2006,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2007,women,NCAA,D1,Pablo,Bryant University
,Bryant,NEC,Northeast,2020,women,NCAA,D1,Pablo,Bryant University
176,Central Connecticut State,NEC,Northeast,2004,women,NCAA,D1,Pablo,Central Connecticut State University
206,Central Connecticut State,NEC,Northeast,2005,women,NCAA,D1,Pablo,Central Connecticut State University
210,Central Connecticut State,NEC,Northeast,2007,women,NCAA,D1,Pablo,Central Connecticut State University
212,Central Connecticut State,NEC,Northeast,2017,women,NCAA,D1,Pablo,Central Connecticut State University
231,Central Connecticut State,NEC,Northeast,2018,women,NCAA,D1,Pablo,Central Connecticut State University
232,Central Connecticut State,NEC,Northeast,2006,women,NCAA,D1,Pablo,Central Connecticut State University
238,Central Connecticut State,NEC,Northeast,2013,women,NCAA,D1,Pablo,Central Connecticut State University
242,Central Connecticut State,NEC,Northeast,2011,women,NCAA,D1,Pablo,Central Connecticut State University
244,Central Connecticut State,NEC,Northeast,2003,women,NCAA,D1,Pablo,Central Connecticut State University
249,Central Connecticut State,NEC,Northeast,2012,women,NCAA,D1,Pablo,Central Connecticut State University
255,Central Connecticut State,NEC,Northeast,2000,women,NCAA,D1,Pablo,Central Connecticut State University
257,Central Connecticut State,NEC,Northeast,2016,women,NCAA,D1,Pablo,Central Connecticut State University
258,Central Connecticut State,NEC,Northeast,1999,women,NCAA,D1,Pablo,Central Connecticut State University
258,Central Connecticut State,NEC,Northeast,2019,women,NCAA,D1,Pablo,Central Connecticut State University
269,Central Connecticut State,NEC,Northeast,2001,women,NCAA,D1,Pablo,Central Connecticut State University
269,Central Connecticut State,NEC,Northeast,2008,women,NCAA,D1,Pablo,Central Connecticut State University
272,Central Connecticut State,NEC,Northeast,2010,women,NCAA,D1,Pablo,Central Connecticut State University
272,Central Connecticut State,NEC,Northeast,2021,women,NCAA,D1,Pablo,Central Connecticut State University
275,Central Connecticut State,NEC,Northeast,2009,women,NCAA,D1,Pablo,Central Connecticut State University
275,Central Connecticut State,NEC,Northeast,2014,women,NCAA,D1,Pablo,Central Connecticut State University
281,Central Connecticut State,NEC,Northeast,2002,women,NCAA,D1,Pablo,Central Connecticut State University
301,Central Connecticut State,NEC,Northeast,2015,women,NCAA,D1,Pablo,Central Connecticut State University
312,Central Connecticut State,NEC,Northeast,2022,women,NCAA,D1,Pablo,Central Connecticut State University
,Central Connecticut State,NEC,Northeast,2020,women,NCAA,D1,Pablo,Central Connecticut State University
262,Fairleigh Dickinson,NEC,Northeast,1999,women,NCAA,D1,Pablo,Fairleigh Dickinson University
269,Fairleigh Dickinson,NEC,Northeast,2007,women,NCAA,D1,Pablo,Fairleigh Dickinson University
276,Fairleigh Dickinson,NEC,Northeast,2022,women,NCAA,D1,Pablo,Fairleigh Dickinson University
281,Fairleigh Dickinson,NEC,Northeast,2000,women,NCAA,D1,Pablo,Fairleigh Dickinson University
281,Fairleigh Dickinson,NEC,Northeast,2006,women,NCAA,D1,Pablo,Fairleigh Dickinson University
283,Fairleigh Dickinson,NEC,Northeast,2002,women,NCAA,D1,Pablo,Fairleigh Dickinson University
284,Fairleigh Dickinson,NEC,Northeast,2003,women,NCAA,D1,Pablo,Fairleigh Dickinson University
287,Fairleigh Dickinson,NEC,Northeast,2001,women,NCAA,D1,Pablo,Fairleigh Dickinson University
290,Fairleigh Dickinson,NEC,Northeast,2008,women,NCAA,D1,Pablo,Fairleigh Dickinson University
293,Fairleigh Dickinson,NEC,Northeast,2004,women,NCAA,D1,Pablo,Fairleigh Dickinson University
294,Fairleigh Dickinson,NEC,Northeast,2005,women,NCAA,D1,Pablo,Fairleigh Dickinson University
294,Fairleigh Dickinson,NEC,Northeast,2011,women,NCAA,D1,Pablo,Fairleigh Dickinson University
300,Fairleigh Dickinson,NEC,Northeast,2010,women,NCAA,D1,Pablo,Fairleigh Dickinson University
309,Fairleigh Dickinson,NEC,Northeast,2015,women,NCAA,D1,Pablo,Fairleigh Dickinson University
312,Fairleigh Dickinson,NEC,Northeast,2009,women,NCAA,D1,Pablo,Fairleigh Dickinson University
313,Fairleigh Dickinson,NEC,Northeast,2016,women,NCAA,D1,Pablo,Fairleigh Dickinson University
318,Fairleigh Dickinson,NEC,Northeast,2012,women,NCAA,D1,Pablo,Fairleigh Dickinson University
319,Fairleigh Dickinson,NEC,Northeast,2014,women,NCAA,D1,Pablo,Fairleigh Dickinson University
319,Fairleigh Dickinson,NEC,Northeast,2017,women,NCAA,D1,Pablo,Fairleigh Dickinson University
322,Fairleigh Dickinson,NEC,Northeast,2013,women,NCAA,D1,Pablo,Fairleigh Dickinson University
325,Fairleigh Dickinson,NEC,Northeast,2021,women,NCAA,D1,Pablo,Fairleigh Dickinson University
328,Fairleigh Dickinson,NEC,Northeast,2018,women,NCAA,D1,Pablo,Fairleigh Dickinson University
328,Fairleigh Dickinson,NEC,Northeast,2019,women,NCAA,D1,Pablo,Fairleigh Dickinson University
,Fairleigh Dickinson,NEC,Northeast,2020,women,NCAA,D1,Pablo,Fairleigh Dickinson University
64,Long Island,NEC,Northeast,2014,women,NCAA,D1,Pablo,Long Island University
93,Long Island,NEC,Northeast,2007,women,NCAA,D1,Pablo,Long Island University
101,Long Island,NEC,Northeast,2013,women,NCAA,D1,Pablo,Long Island University
105,Long Island,NEC,Northeast,2005,women,NCAA,D1,Pablo,Long Island University
107,Long Island,NEC,Northeast,2006,women,NCAA,D1,Pablo,Long Island University
112,Long Island,NEC,Northeast,2004,women,NCAA,D1,Pablo,Long Island University
141,Long Island,NEC,Northeast,2012,women,NCAA,D1,Pablo,Long Island University
166,Long Island,NEC,Northeast,2011,women,NCAA,D1,Pablo,Long Island University
178,Long Island,NEC,Northeast,2008,women,NCAA,D1,Pablo,Long Island University
188,Long Island,NEC,Northeast,2017,women,NCAA,D1,Pablo,Long Island University
199,Long Island,NEC,Northeast,2009,women,NCAA,D1,Pablo,Long Island University
202,Long Island,NEC,Northeast,2003,women,NCAA,D1,Pablo,Long Island University
204,Long Island,NEC,Northeast,2015,women,NCAA,D1,Pablo,Long Island University
216,Long Island,NEC,Northeast,2018,women,NCAA,D1,Pablo,Long Island University
219,Long Island,NEC,Northeast,2002,women,NCAA,D1,Pablo,Long Island University
237,Long Island,NEC,Northeast,2016,women,NCAA,D1,Pablo,Long Island University
261,Long Island,NEC,Northeast,2021,women,NCAA,D1,Pablo,Long Island University
268,Long Island,NEC,Northeast,2019,women,NCAA,D1,Pablo,Long Island University
273,Long Island,NEC,Northeast,1999,women,NCAA,D1,Pablo,Long Island University
274,Long Island,NEC,Northeast,2022,women,NCAA,D1,Pablo,Long Island University
276,Long Island,NEC,Northeast,2000,women,NCAA,D1,Pablo,Long Island University
281,Long Island,NEC,Northeast,2010,women,NCAA,D1,Pablo,Long Island University
290,Long Island,NEC,Northeast,2001,women,NCAA,D1,Pablo,Long Island University
,Long Island,NEC,Northeast,2020,women,NCAA,D1,Pablo,Long Island University
334,Merrimack,NEC,Northeast,2019,women,NCAA,D1,Pablo,Merrimack College
338,Merrimack,NEC,Northeast,2022,women,NCAA,D1,Pablo,Merrimack College
339,Merrimack,NEC,Northeast,2021,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,1999,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2000,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2001,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2002,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2003,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2004,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2005,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2006,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2007,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2008,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2009,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2010,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2011,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2012,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2013,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2014,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2015,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2016,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2017,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2018,women,NCAA,D1,Pablo,Merrimack College
,Merrimack,NEC,Northeast,2020,women,NCAA,D1,Pablo,Merrimack College
136,Robert Morris,NEC,Northeast,2004,women,NCAA,D1,Pablo,Robert Morris University
160,Robert Morris,NEC,Northeast,2003,women,NCAA,D1,Pablo,Robert Morris University
165,Robert Morris,NEC,Northeast,2002,women,NCAA,D1,Pablo,Robert Morris University
172,Robert Morris,NEC,Northeast,2001,women,NCAA,D1,Pablo,Robert Morris University
195,Robert Morris,NEC,Northeast,2019,women,NCAA,D1,Pablo,Robert Morris University
209,Robert Morris,NEC,Northeast,2005,women,NCAA,D1,Pablo,Robert Morris University
217,Robert Morris,NEC,Northeast,2007,women,NCAA,D1,Pablo,Robert Morris University
219,Robert Morris,NEC,Northeast,2015,women,NCAA,D1,Pablo,Robert Morris University
225,Robert Morris,NEC,Northeast,2008,women,NCAA,D1,Pablo,Robert Morris University
226,Robert Morris,NEC,Northeast,2000,women,NCAA,D1,Pablo,Robert Morris University
232,Robert Morris,NEC,Northeast,1999,women,NCAA,D1,Pablo,Robert Morris University
239,Robert Morris,NEC,Northeast,2014,women,NCAA,D1,Pablo,Robert Morris University
240,Robert Morris,NEC,Northeast,2006,women,NCAA,D1,Pablo,Robert Morris University
243,Robert Morris,NEC,Northeast,2017,women,NCAA,D1,Pablo,Robert Morris University
245,Robert Morris,NEC,Northeast,2010,women,NCAA,D1,Pablo,Robert Morris University
260,Robert Morris,NEC,Northeast,2016,women,NCAA,D1,Pablo,Robert Morris University
264,Robert Morris,NEC,Northeast,2011,women,NCAA,D1,Pablo,Robert Morris University
269,Robert Morris,NEC,Northeast,2012,women,NCAA,D1,Pablo,Robert Morris University
280,Robert Morris,NEC,Northeast,2009,women,NCAA,D1,Pablo,Robert Morris University
286,Robert Morris,NEC,Northeast,2013,women,NCAA,D1,Pablo,Robert Morris University
286,Robert Morris,NEC,Northeast,2018,women,NCAA,D1,Pablo,Robert Morris University
299,Robert Morris,NEC,Northeast,2021,women,NCAA,D1,Pablo,Robert Morris University
305,Robert Morris,NEC,Northeast,2022,women,NCAA,D1,Pablo,Robert Morris University
,Robert Morris,NEC,Northeast,2020,women,NCAA,D1,Pablo,Robert Morris University
138,Sacred Heart,NEC,Northeast,2011,women,NCAA,D1,Pablo,Sacred Heart University
172,Sacred Heart,NEC,Northeast,2010,women,NCAA,D1,Pablo,Sacred Heart University
188,Sacred Heart,NEC,Northeast,2019,women,NCAA,D1,Pablo,Sacred Heart University
191,Sacred Heart,NEC,Northeast,2016,women,NCAA,D1,Pablo,Sacred Heart University
194,Sacred Heart,NEC,Northeast,2021,women,NCAA,D1,Pablo,Sacred Heart University
226,Sacred Heart,NEC,Northeast,2017,women,NCAA,D1,Pablo,Sacred Heart University
227,Sacred Heart,NEC,Northeast,2022,women,NCAA,D1,Pablo,Sacred Heart University
237,Sacred Heart,NEC,Northeast,2018,women,NCAA,D1,Pablo,Sacred Heart University
257,Sacred Heart,NEC,Northeast,2009,women,NCAA,D1,Pablo,Sacred Heart University
276,Sacred Heart,NEC,Northeast,2013,women,NCAA,D1,Pablo,Sacred Heart University
279,Sacred Heart,NEC,Northeast,2008,women,NCAA,D1,Pablo,Sacred Heart University
280,Sacred Heart,NEC,Northeast,1999,women,NCAA,D1,Pablo,Sacred Heart University
280,Sacred Heart,NEC,Northeast,2015,women,NCAA,D1,Pablo,Sacred Heart University
292,Sacred Heart,NEC,Northeast,2000,women,NCAA,D1,Pablo,Sacred Heart University
293,Sacred Heart,NEC,Northeast,2001,women,NCAA,D1,Pablo,Sacred Heart University
293,Sacred Heart,NEC,Northeast,2012,women,NCAA,D1,Pablo,Sacred Heart University
297,Sacred Heart,NEC,Northeast,2002,women,NCAA,D1,Pablo,Sacred Heart University
299,Sacred Heart,NEC,Northeast,2014,women,NCAA,D1,Pablo,Sacred Heart University
303,Sacred Heart,NEC,Northeast,2003,women,NCAA,D1,Pablo,Sacred Heart University
306,Sacred Heart,NEC,Northeast,2004,women,NCAA,D1,Pablo,Sacred Heart University
306,Sacred Heart,NEC,Northeast,2005,women,NCAA,D1,Pablo,Sacred Heart University
307,Sacred Heart,NEC,Northeast,2007,women,NCAA,D1,Pablo,Sacred Heart University
314,Sacred Heart,NEC,Northeast,2006,women,NCAA,D1,Pablo,Sacred Heart University
,Sacred Heart,NEC,Northeast,2020,women,NCAA,D1,Pablo,Sacred Heart University
274,St. Francis-Brooklyn,NEC,Northeast,2001,women,NCAA,D1,Pablo,St. Francis College Brooklyn
276,St. Francis-Brooklyn,NEC,Northeast,1999,women,NCAA,D1,Pablo,St. Francis College Brooklyn
284,St. Francis-Brooklyn,NEC,Northeast,2000,women,NCAA,D1,Pablo,St. Francis College Brooklyn
291,St. Francis-Brooklyn,NEC,Northeast,2002,women,NCAA,D1,Pablo,St. Francis College Brooklyn
297,St. Francis-Brooklyn,NEC,Northeast,2010,women,NCAA,D1,Pablo,St. Francis College Brooklyn
302,St. Francis-Brooklyn,NEC,Northeast,2022,women,NCAA,D1,Pablo,St. Francis College Brooklyn
306,St. Francis-Brooklyn,NEC,Northeast,2003,women,NCAA,D1,Pablo,St. Francis College Brooklyn
310,St. Francis-Brooklyn,NEC,Northeast,2004,women,NCAA,D1,Pablo,St. Francis College Brooklyn
310,St. Francis-Brooklyn,NEC,Northeast,2015,women,NCAA,D1,Pablo,St. Francis College Brooklyn
310,St. Francis-Brooklyn,NEC,Northeast,2016,women,NCAA,D1,Pablo,St. Francis College Brooklyn
310,St. Francis-Brooklyn,NEC,Northeast,2018,women,NCAA,D1,Pablo,St. Francis College Brooklyn
310,St. Francis-Brooklyn,NEC,Northeast,2019,women,NCAA,D1,Pablo,St. Francis College Brooklyn
315,St. Francis-Brooklyn,NEC,Northeast,2017,women,NCAA,D1,Pablo,St. Francis College Brooklyn
317,St. Francis-Brooklyn,NEC,Northeast,2013,women,NCAA,D1,Pablo,St. Francis College Brooklyn
319,St. Francis-Brooklyn,NEC,Northeast,2007,women,NCAA,D1,Pablo,St. Francis College Brooklyn
319,St. Francis-Brooklyn,NEC,Northeast,2009,women,NCAA,D1,Pablo,St. Francis College Brooklyn
319,St. Francis-Brooklyn,NEC,Northeast,2011,women,NCAA,D1,Pablo,St. Francis College Brooklyn
320,St. Francis-Brooklyn,NEC,Northeast,2005,women,NCAA,D1,Pablo,St. Francis College Brooklyn
320,St. Francis-Brooklyn,NEC,Northeast,2021,women,NCAA,D1,Pablo,St. Francis College Brooklyn
324,St. Francis-Brooklyn,NEC,Northeast,2012,women,NCAA,D1,Pablo,St. Francis College Brooklyn
324,St. Francis-Brooklyn,NEC,Northeast,2014,women,NCAA,D1,Pablo,St. Francis College Brooklyn
325,St. Francis-Brooklyn,NEC,Northeast,2006,women,NCAA,D1,Pablo,St. Francis College Brooklyn
330,St. Francis-Brooklyn,NEC,Northeast,2008,women,NCAA,D1,Pablo,St. Francis College Brooklyn
,St. Francis-Brooklyn,NEC,Northeast,2020,women,NCAA,D1,Pablo,St. Francis College Brooklyn
